Name,Value,Team
Jake Livermore,9900000.0,West Bromwich Albion
Claudio Yacob,3850000.0,West Bromwich Albion
Gareth Barry,1100000.0,West Bromwich Albion
James Morrison,4400000.0,West Bromwich Albion
Chris Brunt,3300000.0,West Bromwich Albion
Sam Field,1650000.0,West Bromwich Albion
Rekeem Harper,110000.0,West Bromwich Albion
James McClean,3300000.0,West Bromwich Albion
Nacer Chadli,11000000.0,West Bromwich Albion
Oliver Burke,11000000.0,West Bromwich Albion
Matt Phillips,9900000.0,West Bromwich Albion
Jonathan Leko,1650000.0,West Bromwich Albion
Rayhaan Tulloch,0,West Bromwich Albion
Daniel Sturridge,16500000.0,West Bromwich Albion
Salomón Rondón,14300000.0,West Bromwich Albion
Jay Rodríguez,13200000.0,West Bromwich Albion
Tyler Roberts,2750000.0,West Bromwich Albion
Hal Robson-Kanu,2750000.0,West Bromwich Albion
