Cameron Carter-Vickers,1650000.0,Tottenham Hotspur
Timothy Eyoma,0,Tottenham Hotspur
Danny Rose,27500000.0,Tottenham Hotspur
Ben Davies,27500000.0,Tottenham Hotspur
Kieran Trippier,38500000.0,Tottenham Hotspur
Serge Aurier,19800000.0,Tottenham Hotspur
Kyle Walker-Peters,3850000.0,Tottenham Hotspur
Eric Dier,44000000.0,Tottenham Hotspur
Victor Wanyama,22000000.0,Tottenham Hotspur
Oliver Skipp,5500000.0,Tottenham Hotspur
Luke Amos,110000.0,Tottenham Hotspur
George Marsh,0,Tottenham Hotspur
Harry Winks,27500000.0,Tottenham Hotspur
Moussa Sissoko,27500000.0,Tottenham Hotspur
Mousa Dembélé,13200000.0,Tottenham Hotspur
Josh Onomah,3300000.0,Tottenham Hotspur
Christian Eriksen,110000000.0,Tottenham Hotspur
Dele Alli,99000000.0,Tottenham Hotspur
Heung-min Son,88000000.0,Tottenham Hotspur
Georges-Kevin N'Koudou,5500000.0,Tottenham Hotspur
Lucas Moura,44000000.0,Tottenham Hotspur
Erik Lamela,19800000.0,Tottenham Hotspur
Harry Kane,165000000.0,Tottenham Hotspur
Vincent Janssen,8800000.0,Tottenham Hotspur
Fernando Llorente,3850000.0,Tottenham Hotspur
Kazaiah Sterling,0,Tottenham Hotspur
Alisson,88000000.0,Liverpool FC
Simon Mignolet,8800000.0,Liverpool FC
Loris Karius,5500000.0,Liverpool FC
Ádám Bogdán,550000.0,Liverpool FC
Kamil Grabara,440000.0,Liverpool FC
Caoimhin Kelleher,0,Liverpool FC
Virgil van Dijk,99000000.0,Liverpool FC
Joe Gomez,38500000.0,Liverpool FC
Joel Matip,33000000.0,Liverpool FC
Dejan Lovren,22000000.0,Liverpool FC
Andrew Robertson,66000000.0,Liverpool FC
Alberto Moreno,9900000.0,Liverpool FC
Trent Alexander-Arnold,88000000.0,Liverpool FC
Nathaniel Clyne,13200000.0,Liverpool FC
Connor Randall,550000.0,Liverpool FC
Ki-Jana Hoever,0,Liverpool FC
Fabinho,55000000.0,Liverpool FC
Naby Keïta,66000000.0,Liverpool FC
Georginio Wijnaldum,55000000.0,Liverpool FC
Jordan Henderson,38500000.0,Liverpool FC
Alex Oxlade-Chamberlain,38500000.0,Liverpool FC
Marko Grujic,22000000.0,Liverpool FC
James Milner,16500000.0,Liverpool FC
Curtis Jones,0,Liverpool FC
Adam Lallana,16500000.0,Liverpool FC
Ben Woodburn,5500000.0,Liverpool FC
Isaac Christie-Davies,0,Liverpool FC
Sadio Mané,132000000.0,Liverpool FC
Mohamed Salah,165000000.0,Liverpool FC
Xherdan Shaqiri,27500000.0,Liverpool FC
Harry Wilson,13200000.0,Liverpool FC
Sheyi Ojo,2200000.0,Liverpool FC
Rafael Camacho,0,Liverpool FC
Roberto Firmino,88000000.0,Liverpool FC
Divock Origi,22000000.0,Liverpool FC
Dominic Solanke,19800000.0,Liverpool FC
Danny Ings,16500000.0,Liverpool FC
Daniel Sturridge,16500000.0,Liverpool FC
Rhian Brewster,0,Liverpool FC
Jordan Pickford,44000000.0,Everton FC
Maarten Stekelenburg,1100000.0,Everton FC
João Virgínia,550000.0,Everton FC
Michael Keane,33000000.0,Everton FC
Kurt Zouma,27500000.0,Everton FC
Yerry Mina,27500000.0,Everton FC
Mason Holgate,7700000.0,Everton FC
Ashley Williams,2200000.0,Everton FC
Matthew Pennington,1100000.0,Everton FC
Phil Jagielka,1100000.0,Everton FC
Tyias Browning,935000.0,Everton FC
Lucas Digne,33000000.0,Everton FC
Leighton Baines,3850000.0,Everton FC
Brendan Galloway,1650000.0,Everton FC
Luke Garbutt,825000.0,Everton FC
Seamus Coleman,16500000.0,Everton FC
Jonjoe Kenny,5500000.0,Everton FC
Cuco Martina,1650000.0,Everton FC
Idrissa Gueye,27500000.0,Everton FC
Morgan Schneiderlin,16500000.0,Everton FC
Muhamed Besic,5500000.0,Everton FC
André Gomes,30800000.0,Everton FC
Tom Davies,16500000.0,Everton FC
James McCarthy,5500000.0,Everton FC
Beni Baningime,2200000.0,Everton FC
Gylfi Sigurdsson,38500000.0,Everton FC
Nikola Vlasic,22000000.0,Everton FC
Kieran Dowell,3300000.0,Everton FC
Bernard,22000000.0,Everton FC
Ademola Lookman,22000000.0,Everton FC
Henry Onyekuru,14300000.0,Everton FC
Yannick Bolasie,12100000.0,Everton FC
Theo Walcott,19800000.0,Everton FC
Kevin Mirallas,5500000.0,Everton FC
Shani Tarashaj,550000.0,Everton FC
Richarlison,55000000.0,Everton FC
Dominic Calvert-Lewin,22000000.0,Everton FC
Cenk Tosun,19800000.0,Everton FC
Oumar Niasse,6600000.0,Everton FC
Sandro Ramírez,4400000.0,Everton FC
Lukasz Fabianski,5500000.0,West Ham United
Adrián,3850000.0,West Ham United
Issa Diop,38500000.0,West Ham United
Fabián Balbuena,13200000.0,West Ham United
Angelo Ogbonna,8800000.0,West Ham United
Winston Reid,5500000.0,West Ham United
Reece Oxford,4400000.0,West Ham United
Aaron Cresswell,11000000.0,West Ham United
Arthur Masuaku,7700000.0,West Ham United
Ryan Fredericks,5500000.0,West Ham United
Sam Byram,3850000.0,West Ham United
Pablo Zabaleta,3850000.0,West Ham United
Ben Johnson,0,West Ham United
Declan Rice,49500000.0,West Ham United
Carlos Sánchez,1650000.0,West Ham United
Conor Coventry,0,West Ham United
Jack Wilshere,11000000.0,West Ham United
Edimilson Fernandes,8800000.0,West Ham United
Pedro Obiang,7700000.0,West Ham United
Mark Noble,7700000.0,West Ham United
Josh Cullen,1100000.0,West Ham United
Moses Makasi,0,West Ham United
Manuel Lanzini,22000000.0,West Ham United
Samir Nasri,5500000.0,West Ham United
Joe Powell,0,West Ham United
Felipe Anderson,44000000.0,West Ham United
Nathan Holland,0,West Ham United
Andriy Yarmolenko,22000000.0,West Ham United
Michail Antonio,16500000.0,West Ham United
Robert Snodgrass,7700000.0,West Ham United
Grady Diangana,5500000.0,West Ham United
Xande Silva,1100000.0,West Ham United
Marko Arnautovic,38500000.0,West Ham United
Chicharito,13200000.0,West Ham United
Andy Carroll,8800000.0,West Ham United
Jordan Hugill,6600000.0,West Ham United
Lucas Pérez,4400000.0,West Ham United
Name,Value,Team
Kasper Schmeichel,13200000.0,Leicester City
Danny Ward,8800000.0,Leicester City
Eldin Jakupovic,825000.0,Leicester City
Harry Maguire,55000000.0,Leicester City
Caglar Söyüncü,16500000.0,Leicester City
Filip Benkovic,12100000.0,Leicester City
Jonny Evans,11000000.0,Leicester City
Wes Morgan,2200000.0,Leicester City
Ben Chilwell,38500000.0,Leicester City
Christian Fuchs,3300000.0,Leicester City
Callum Elder,275000.0,Leicester City
Ricardo Pereira,27500000.0,Leicester City
Danny Simpson,3850000.0,Leicester City
Josh Knight,0,Leicester City
Wilfred Ndidi,38500000.0,Leicester City
Nampalys Mendy,8800000.0,Leicester City
Daniel Amartey,7700000.0,Leicester City
Hamza Choudhury,5500000.0,Leicester City
Youri Tielemans,41800000.0,Leicester City
Adrien Silva,14300000.0,Leicester City
Vicente Iborra,9900000.0,Leicester City
Andy King,2750000.0,Leicester City
Matty James,1650000.0,Leicester City
Thakgalo Leshabela,110000.0,Leicester City
Marc Albrighton,11000000.0,Leicester City
Harvey Barnes,13200000.0,Leicester City
James Maddison,44000000.0,Leicester City
Bartosz Kapustka,2750000.0,Leicester City
George Thomas,550000.0,Leicester City
Demarai Gray,22000000.0,Leicester City
Rachid Ghezzal,8800000.0,Leicester City
Fousseni Diabaté,3300000.0,Leicester City
Jamie Vardy,22000000.0,Leicester City
Kelechi Iheanacho,13200000.0,Leicester City
Islam Slimani,5500000.0,Leicester City
Shinji Okazaki,4400000.0,Leicester City
Leonardo Ulloa,2750000.0,Leicester City
Angus Gunn,11000000.0,Southampton FC
Fraser Forster,8800000.0,Southampton FC
Alex McCarthy,5500000.0,Southampton FC
Harry Lewis,220000.0,Southampton FC
Jack Rose,110000.0,Southampton FC
Jannik Vestergaard,22000000.0,Southampton FC
Jan Bednarek,16500000.0,Southampton FC
Wesley Hoedt,13200000.0,Southampton FC
Jack Stephens,8800000.0,Southampton FC
Maya Yoshida,7700000.0,Southampton FC
Alfie Jones,110000.0,Southampton FC
Ryan Bertrand,16500000.0,Southampton FC
Matt Targett,7700000.0,Southampton FC
Sam McQueen,1100000.0,Southampton FC
Cédric Soares,13200000.0,Southampton FC
Yan Valery,7700000.0,Southampton FC
Kayne Ramsay,0,Southampton FC
Mario Lemina,16500000.0,Southampton FC
Oriol Romeu,11000000.0,Southampton FC
Jordy Clasie,6050000.0,Southampton FC
Harrison Reed,2200000.0,Southampton FC
James Ward-Prowse,19800000.0,Southampton FC
Pierre-Emile Höjbjerg,16500000.0,Southampton FC
Stuart Armstrong,8800000.0,Southampton FC
Steven Davis,2200000.0,Southampton FC
Callum Slattery,0,Southampton FC
Jake Hesketh,0,Southampton FC
Nathan Redmond,22000000.0,Southampton FC
Mohamed Elyounoussi,16500000.0,Southampton FC
Sofiane Boufal,13200000.0,Southampton FC
Tyreke Johnson,0,Southampton FC
Josh Sims,2200000.0,Southampton FC
Danny Ings,16500000.0,Southampton FC
Manolo Gabbiadini,13200000.0,Southampton FC
Charlie Austin,8800000.0,Southampton FC
Guido Carrillo,8250000.0,Southampton FC
Shane Long,7700000.0,Southampton FC
Sam Gallagher,3300000.0,Southampton FC
Michael Obafemi,1100000.0,Southampton FC
Marcus Barnes,0,Southampton FC
Wayne Hennessey,5500000.0,Crystal Palace
Vicente Guaita,5500000.0,Crystal Palace
Julián Speroni,275000.0,Crystal Palace
Dion Henry,55000.0,Crystal Palace
Joe Tupper,0,Crystal Palace
Mamadou Sakho,16500000.0,Crystal Palace
James Tomkins,8800000.0,Crystal Palace
Jairo Riedewald,5500000.0,Crystal Palace
Scott Dann,4400000.0,Crystal Palace
Ryan Inniss,165000.0,Crystal Palace
Sam Woods,0,Crystal Palace
Patrick van Aanholt,11000000.0,Crystal Palace
Pape Souaré,2200000.0,Crystal Palace
Aaron Wan-Bissaka,38500000.0,Crystal Palace
Joel Ward,4400000.0,Crystal Palace
Martin Kelly,3300000.0,Crystal Palace
Luke Dreher,0,Crystal Palace
Giovanni McGregor,0,Crystal Palace
Luka Milivojevic,22000000.0,Crystal Palace
Cheikhou Kouyaté,11000000.0,Crystal Palace
James McArthur,7700000.0,Crystal Palace
Nya Kirby,0,Crystal Palace
Jeffrey Schlupp,11000000.0,Crystal Palace
Max Meyer,16500000.0,Crystal Palace
Jason Puncheon,3300000.0,Crystal Palace
Jonathan Williams,1100000.0,Crystal Palace
Bakary Sako,4400000.0,Crystal Palace
Sullay Kaikai,385000.0,Crystal Palace
Wilfried Zaha,49500000.0,Crystal Palace
Andros Townsend,16500000.0,Crystal Palace
Jason Lokilo,220000.0,Crystal Palace
Michy Batshuayi,33000000.0,Crystal Palace
Christian Benteke,16500000.0,Crystal Palace
Jordan Ayew,8800000.0,Crystal Palace
Alexander Sörloth,6600000.0,Crystal Palace
Connor Wickham,3300000.0,Crystal Palace
Name,Value,Team
Kasper Schmeichel,13200000.0,Leicester City
Danny Ward,8800000.0,Leicester City
Eldin Jakupovic,825000.0,Leicester City
Harry Maguire,55000000.0,Leicester City
Caglar Söyüncü,16500000.0,Leicester City
Filip Benkovic,12100000.0,Leicester City
Jonny Evans,11000000.0,Leicester City
Wes Morgan,2200000.0,Leicester City
Ben Chilwell,38500000.0,Leicester City
Christian Fuchs,3300000.0,Leicester City
Callum Elder,275000.0,Leicester City
Ricardo Pereira,27500000.0,Leicester City
Danny Simpson,3850000.0,Leicester City
Josh Knight,0,Leicester City
Wilfred Ndidi,38500000.0,Leicester City
Nampalys Mendy,8800000.0,Leicester City
Daniel Amartey,7700000.0,Leicester City
Hamza Choudhury,5500000.0,Leicester City
Youri Tielemans,41800000.0,Leicester City
Adrien Silva,14300000.0,Leicester City
Vicente Iborra,9900000.0,Leicester City
Andy King,2750000.0,Leicester City
Matty James,1650000.0,Leicester City
Thakgalo Leshabela,110000.0,Leicester City
Marc Albrighton,11000000.0,Leicester City
Harvey Barnes,13200000.0,Leicester City
James Maddison,44000000.0,Leicester City
Bartosz Kapustka,2750000.0,Leicester City
George Thomas,550000.0,Leicester City
Demarai Gray,22000000.0,Leicester City
Rachid Ghezzal,8800000.0,Leicester City
Fousseni Diabaté,3300000.0,Leicester City
Jamie Vardy,22000000.0,Leicester City
Kelechi Iheanacho,13200000.0,Leicester City
Islam Slimani,5500000.0,Leicester City
Shinji Okazaki,4400000.0,Leicester City
Leonardo Ulloa,2750000.0,Leicester City
Angus Gunn,11000000.0,Southampton FC
Fraser Forster,8800000.0,Southampton FC
Alex McCarthy,5500000.0,Southampton FC
Harry Lewis,220000.0,Southampton FC
Jack Rose,110000.0,Southampton FC
Jannik Vestergaard,22000000.0,Southampton FC
Jan Bednarek,16500000.0,Southampton FC
Wesley Hoedt,13200000.0,Southampton FC
Jack Stephens,8800000.0,Southampton FC
Maya Yoshida,7700000.0,Southampton FC
Alfie Jones,110000.0,Southampton FC
Ryan Bertrand,16500000.0,Southampton FC
Matt Targett,7700000.0,Southampton FC
Sam McQueen,1100000.0,Southampton FC
Cédric Soares,13200000.0,Southampton FC
Yan Valery,7700000.0,Southampton FC
Kayne Ramsay,0,Southampton FC
Mario Lemina,16500000.0,Southampton FC
Oriol Romeu,11000000.0,Southampton FC
Jordy Clasie,6050000.0,Southampton FC
Harrison Reed,2200000.0,Southampton FC
James Ward-Prowse,19800000.0,Southampton FC
Pierre-Emile Höjbjerg,16500000.0,Southampton FC
Stuart Armstrong,8800000.0,Southampton FC
Steven Davis,2200000.0,Southampton FC
Callum Slattery,0,Southampton FC
Jake Hesketh,0,Southampton FC
Nathan Redmond,22000000.0,Southampton FC
Mohamed Elyounoussi,16500000.0,Southampton FC
Sofiane Boufal,13200000.0,Southampton FC
Tyreke Johnson,0,Southampton FC
Josh Sims,2200000.0,Southampton FC
Danny Ings,16500000.0,Southampton FC
Manolo Gabbiadini,13200000.0,Southampton FC
Charlie Austin,8800000.0,Southampton FC
Guido Carrillo,8250000.0,Southampton FC
Shane Long,7700000.0,Southampton FC
Sam Gallagher,3300000.0,Southampton FC
Michael Obafemi,1100000.0,Southampton FC
Marcus Barnes,0,Southampton FC
Wayne Hennessey,5500000.0,Crystal Palace
Vicente Guaita,5500000.0,Crystal Palace
Julián Speroni,275000.0,Crystal Palace
Dion Henry,55000.0,Crystal Palace
Joe Tupper,0,Crystal Palace
Mamadou Sakho,16500000.0,Crystal Palace
James Tomkins,8800000.0,Crystal Palace
Jairo Riedewald,5500000.0,Crystal Palace
Scott Dann,4400000.0,Crystal Palace
Ryan Inniss,165000.0,Crystal Palace
Sam Woods,0,Crystal Palace
Patrick van Aanholt,11000000.0,Crystal Palace
Pape Souaré,2200000.0,Crystal Palace
Aaron Wan-Bissaka,38500000.0,Crystal Palace
Joel Ward,4400000.0,Crystal Palace
Martin Kelly,3300000.0,Crystal Palace
Luke Dreher,0,Crystal Palace
Giovanni McGregor,0,Crystal Palace
Luka Milivojevic,22000000.0,Crystal Palace
Cheikhou Kouyaté,11000000.0,Crystal Palace
James McArthur,7700000.0,Crystal Palace
Nya Kirby,0,Crystal Palace
Jeffrey Schlupp,11000000.0,Crystal Palace
Max Meyer,16500000.0,Crystal Palace
Jason Puncheon,3300000.0,Crystal Palace
Jonathan Williams,1100000.0,Crystal Palace
Bakary Sako,4400000.0,Crystal Palace
Sullay Kaikai,385000.0,Crystal Palace
Wilfried Zaha,49500000.0,Crystal Palace
Andros Townsend,16500000.0,Crystal Palace
Jason Lokilo,220000.0,Crystal Palace
Michy Batshuayi,33000000.0,Crystal Palace
Christian Benteke,16500000.0,Crystal Palace
Jordan Ayew,8800000.0,Crystal Palace
Alexander Sörloth,6600000.0,Crystal Palace
Connor Wickham,3300000.0,Crystal Palace
Jack Butland,16500000.0,Stoke City
Jakob Haugaard,385000.0,Stoke City
Adam Federici,385000.0,Stoke City
Bruno Martins Indi,7150000.0,Stoke City
Ryan Shawcross,5500000.0,Stoke City
Kevin Wimmer,4400000.0,Stoke City
Danny Batth,4400000.0,Stoke City
Ashley Williams,2200000.0,Stoke City
Harry Souttar,220000.0,Stoke City
Nathan Collins,0,Stoke City
Erik Pieters,5500000.0,Stoke City
Josh Tymon,1100000.0,Stoke City
Tom Edwards,3300000.0,Stoke City
Moritz Bauer,2750000.0,Stoke City
Cuco Martina,1650000.0,Stoke City
Giannelli Imbula,5500000.0,Stoke City
Ryan Woods,5500000.0,Stoke City
Geoff Cameron,1650000.0,Stoke City
Joe Allen,11000000.0,Stoke City
Badou Ndiaye,9350000.0,Stoke City
Oghenekaro Etebo,5500000.0,Stoke City
Sam Clucas,5500000.0,Stoke City
Charlie Adam,1100000.0,Stoke City
Darren Fletcher,1100000.0,Stoke City
Daniel Jarvis,0,Stoke City
Lasse Sörensen,0,Stoke City
James McClean,5500000.0,Stoke City
Tom Ince,8800000.0,Stoke City
Thibaud Verlinden,275000.0,Stoke City
Bojan Krkic,1650000.0,Stoke City
Benik Afobe,8800000.0,Stoke City
Saido Berahino,5500000.0,Stoke City
Sam Vokes,5500000.0,Stoke City
Mame Diouf,3300000.0,Stoke City
Peter Crouch,1100000.0,Stoke City
Tyrese Campbell,165000.0,Stoke City
Name,Value,Team
Erwin Mulder,1650000.0,Swansea City
Kristoffer Nordfeldt,1100000.0,Swansea City
Steven Benda,110000.0,Swansea City
Federico Fernández,7700000.0,Swansea City
Jordi Amat,3300000.0,Swansea City
Mike van der Hoorn,2750000.0,Swansea City
Cameron Carter-Vickers,1650000.0,Swansea City
Joe Rodon,1650000.0,Swansea City
Cian Harries,275000.0,Swansea City
Brandon Cooper,0,Swansea City
Martin Olsson,2750000.0,Swansea City
Declan John,880000.0,Swansea City
Connor Roberts,4400000.0,Swansea City
Kyle Naughton,3850000.0,Swansea City
Aaron Lewis,0,Swansea City
Tyler Reid,0,Swansea City
Adnan Maric,44000.0,Swansea City
Leroy Fer,6600000.0,Swansea City
Tom Carroll,4950000.0,Swansea City
Matt Grimes,2750000.0,Swansea City
Jay Fulton,1650000.0,Swansea City
George Byers,550000.0,Swansea City
Adam King,165000.0,Swansea City
Yan Dhanda,275000.0,Swansea City
Bersant Celina,5500000.0,Swansea City
Daniel James,13200000.0,Swansea City
André Ayew,6600000.0,Swansea City
Jefferson Montero,1100000.0,Swansea City
Wayne Routledge,1100000.0,Swansea City
Barrie McKay,1100000.0,Swansea City
Luciano Narsingh,2750000.0,Swansea City
Nathan Dyer,1650000.0,Swansea City
Oliver McBurnie,8800000.0,Swansea City
Wilfried Bony,6050000.0,Swansea City
Borja Bastón,2200000.0,Swansea City
Joel Asoro,2200000.0,Swansea City
Courtney Baker-Richardson,385000.0,Swansea City
Botti Biabi,110000.0,Swansea City
Liam Cullen,0,Swansea City
Ben Foster,3300000.0,Watford FC
Heurelho Gomes,1100000.0,Watford FC
Pontus Dahlberg,1100000.0,Watford FC
Daniel Bachmann,550000.0,Watford FC
Christian Kabasele,8800000.0,Watford FC
Craig Cathcart,5500000.0,Watford FC
Sebastian Prödl,3850000.0,Watford FC
Adrian Mariappa,3300000.0,Watford FC
Miguel Britos,2200000.0,Watford FC
Ben Wilmot,1650000.0,Watford FC
Jorge Segura,990000.0,Watford FC
Tommie Hoban,550000.0,Watford FC
Adam Masina,7700000.0,Watford FC
Marvin Zeegelaar,2750000.0,Watford FC
José Holebas,2200000.0,Watford FC
Daryl Janmaat,6600000.0,Watford FC
Kiko Femenía,5500000.0,Watford FC
Dimitri Foulquier,3850000.0,Watford FC
Marc Navarro,2200000.0,Watford FC
Étienne Capoue,8800000.0,Watford FC
Nathaniel Chalobah,7700000.0,Watford FC
Abdoulaye Doucouré,27500000.0,Watford FC
Will Hughes,19800000.0,Watford FC
